25876,BLENDED WHISKIES,Sunny Brook Blend Whiskey,65,Jim Beam Brands,750,12,1,,80,11/1/1971 0:00,80686479406,1.00807E+13,$3.67 ,5.51,44
25877,BLENDED WHISKIES,Sunny Brook Blend Whiskey,65,Jim Beam Brands,1000,12,1,,80,12/1/1987 0:00,80686479208,1.00807E+13,$4.46 ,6.69,53.45
25878,BLENDED WHISKIES,Sunny Brook Blend Whiskey,65,Jim Beam Brands,1750,6,1,,80,2/1/1977 0:00,80686479109,1.00807E+13,$7.87 ,11.81,47.2
25966,BLENDED WHISKIES,Triple Crown Blended Whiskey,300,Mccormick Distilling Company,750,12,1,,80,8/1/2013 0:00,85592148156,1.00856E+13,$8.96 ,14.44,107.43
2600,DECANTERS & SPECIALTY PACKAGES,Ice 101 Gift,298,White Rock Distilleries Inc.,750,6,1,,101,8/1/1998 0:00,,,$8.20 ,12.3,49.22
2611,DECANTERS & SPECIALTY PACKAGES,Dekuyper 50ml Sampler Pack,35,Bacardi U.s.a. Inc.,200,30,1,,30,10/1/2005 0:00,,,$2.03 ,3.05,60.83
2618,DECANTERS & SPECIALTY PACKAGES,99 Family 4-50mls,55,Sazerac North America,200,15,4,,99,10/1/2014 0:00,80660010137,80660010137,$2.08 ,3.12,31.15
2632,MISCELLANEOUS SCHNAPPS,Tattoo Mixed Case,65,Jim Beam Brands,750,12,1,,60,7/1/1997 0:00,,,$8.00 ,12,95.94
2633,DECANTERS & SPECIALTY PACKAGES,Southern Comfort Tin,85,Brown-forman Corporation,750,6,1,,70,8/1/2005 0:00,,,$8.25 ,12.38,49.47
2634,DECANTERS & SPECIALTY PACKAGES,Southern Comfort W/orange Juice,85,Brown-forman Corporation,750,6,1,,70,8/1/2002 0:00,,,$9.64 ,14.46,57.83
2635,WHISKEY LIQUEUR,Southern Comfort With Lime Juice,85,Brown-forman Corporation,750,6,1,,70,7/1/2005 0:00,,,$8.25 ,12.38,49.47
2636,DECANTERS & SPECIALTY PACKAGES,Southern Comfort W/cranberry Juice,85,Brown-forman Corporation,750,6,1,,70,10/1/2001 0:00,,,$8.99 ,13.49,53.93
2637,WHISKEY LIQUEUR,Southern Comfort With Hurricane Glass,85,Brown-forman Corporation,750,6,1,,70,2/1/2005 0:00,,,$8.25 ,12.38,49.47
2639,DECANTERS & SPECIALTY PACKAGES,Southern Comfort W/coco Lopez Pina Colada Mix,85,Brown-forman Corporation,750,6,1,,70,8/1/2001 0:00,,,$6.32 ,9.48,37.9
2642,DECANTERS & SPECIALTY PACKAGES,Southern Comfort Tin,85,Brown-forman Corporation,750,12,1,,70,8/1/2006 0:00,,88544014745,$9.36 ,14.04,112.31
2646,DECANTERS & SPECIALTY PACKAGES,Pyrat Xo With Wooden Presenter,410,The Patron Spirits Company,750,6,1,,80,9/1/2009 0:00,,,$13.08 ,19.62,78.5
2654,FLAVORED RUM,Malibu Counter Unit Beach Party,370,Pernod Ricard Usa/austin Nichols,3017,2,1,,42,8/1/2010 0:00,89540900018,1.00895E+13,$29.94 ,44.91,59.88
2655,DECANTERS & SPECIALTY PACKAGES,Belvedere Pure Silver Bottle,420,Moet Hennessy Usa Inc.,750,6,1,,80,8/1/2009 0:00,81753816308,,$17.15 ,25.73,102.9
26585,TENNESSEE WHISKIES,Gentleman Jack,85,Brown-forman Corporation,375,12,1,,80,1/1/2014 0:00,82184038710,1.00822E+13,$6.55 ,9.83,78.59
26586,TENNESSEE WHISKIES,Gentleman Jack,85,Brown-forman Corporation,750,12,1,,80,6/1/1991 0:00,82184038727,82184084069,$19.45 ,29.18,233.3
26589,TENNESSEE WHISKIES,Gentleman Jack,85,Brown-forman Corporation,1750,6,1,,80,9/1/2010 0:00,82184038741,1.00822E+13,$34.74 ,52.11,208.4
26596,TENNESSEE WHISKIES,George Dickel Special Barrel Reserve,260,Diageo Americas,750,12,1,,86,5/1/1996 0:00,,,$18.44 ,27.66,221.31
26606,TENNESSEE WHISKIES,George Dickel Old No. 8 Tn Whiskey,260,Diageo Americas,750,12,1,,80,5/1/1985 0:00,,,$6.55 ,9.83,78.65
26656,TENNESSEE WHISKIES,George Dickel #12,260,Diageo Americas,750,12,1,,90,2/1/1998 0:00,88076006232,82000760030,$13.00 ,19.5,155.95
2666,DECANTERS & SPECIALTY PACKAGES,Hennessy VS Flask Sleeve,420,Moet Hennessy Usa Inc.,200,24,1,,80,6/1/2011 0:00,2666,1.00818E+13,$5.49 ,8.24,131.76
2669,DECANTERS & SPECIALTY PACKAGES,B&b Snifter/warmer,35,Bacardi U.s.a. Inc.,375,6,1,,80,8/1/2000 0:00,,,$8.97 ,13.46,53.82
2672,DECANTERS & SPECIALTY PACKAGES,B & B Dom Glass Set,35,Bacardi U.s.a. Inc.,375,6,1,,80,11/1/1994 0:00,,,$8.73 ,13.1,52.36
2676,DECANTERS & SPECIALTY PACKAGES,B & B Coffee Press Pack,35,Bacardi U.s.a. Inc.,375,6,1,,80,8/1/2001 0:00,,,$8.97 ,13.46,53.82
2677,IMPORTED VODKA,Grey Goose Multi Pack,35,Bacardi U.s.a. Inc.,200,12,4,,56,11/1/2011 0:00,80480000813,1.00805E+13,$6.67 ,10.01,80
2679,DECANTERS & SPECIALTY PACKAGES,B & B Humidor Co-Pack,35,Bacardi U.s.a. Inc.,375,12,1,,80,9/1/1996 0:00,,,$8.88 ,13.32,106.6
2680,DECANTERS & SPECIALTY PACKAGES,B&b Dom Glass Set,35,Bacardi U.s.a. Inc.,750,6,1,,80,11/1/1995 0:00,,,$17.07 ,25.61,102.4
26820,TENNESSEE WHISKIES,Jack Daniels Old #7 Black Lbl Flat,85,Brown-forman Corporation,375,24,1,,80,4/1/1990 0:00,82184090503,82184081778,$6.77 ,10.16,162.34
26821,TENNESSEE WHISKIES,Jack Daniels Old #7 Black Lbl Mini,85,Brown-forman Corporation,500,12,10,,80,11/1/1985 0:00,82184000052,82184081822,$9.06 ,13.59,108.7
26822,TENNESSEE WHISKIES,Jack Daniels Black Label,85,Brown-forman Corporation,100,48,1,,80,6/1/2006 0:00,43315390,1.00822E+13,$1.65 ,2.48,78.91
26823,TENNESSEE WHISKIES,Jack Daniels Old #7 Black Lbl,85,Brown-forman Corporation,200,48,1,,80,3/1/1988 0:00,82184090527,82184081815,$4.08 ,6.12,195.84
26824,TENNESSEE WHISKIES,Jack Daniels Old #7 Black Lbl Square,85,Brown-forman Corporation,375,24,1,,80,5/1/1988 0:00,82184090510,82184081792,$6.77 ,10.16,162.34
26826,TENNESSEE WHISKIES,Jack Daniels Old #7 Black Lbl,85,Brown-forman Corporation,750,12,1,,80,11/1/1969 0:00,82184090466,82184081693,$14.53 ,21.8,174.36
26827,TENNESSEE WHISKIES,Jack Daniels Old #7 Black Lbl,85,Brown-forman Corporation,1000,12,1,,80,5/1/1984 0:00,82184090442,82184081655,$17.90 ,26.85,214.7
26828,TENNESSEE WHISKIES,Jack Daniels Old #7 Black Lbl,85,Brown-forman Corporation,1750,6,1,,80,8/1/1977 0:00,82184090428,82184081600,$28.69 ,43.04,172.1
2683,DECANTERS & SPECIALTY PACKAGES,B & B Glass Co-Pack,35,Bacardi U.s.a. Inc.,750,6,1,,80,8/1/2004 0:00,,,$17.15 ,25.73,102.92
2684,DECANTERS & SPECIALTY PACKAGES,B & B Glass Co-Pack,35,Bacardi U.s.a. Inc.,750,6,1,,80,8/1/2006 0:00,,,$17.15 ,25.73,102.92
2687,DECANTERS & SPECIALTY PACKAGES,B & B With Thermos,35,Bacardi U.s.a. Inc.,750,6,1,,80,8/1/2007 0:00,,,$17.16 ,25.74,102.93
26876,TENNESSEE WHISKIES,Jack Daniels Old #7 Green Lbl Whiskey,85,Brown-forman Corporation,750,12,1,,80,8/1/1984 0:00,,,$11.00 ,16.5,131.97
26878,TENNESSEE WHISKIES,Jack Daniels Old #7 Green Lbl Whiskey,85,Brown-forman Corporation,1750,6,1,,80,8/1/1984 0:00,,,$23.50 ,35.25,140.97
26886,TENNESSEE WHISKIES,Jack Daniels Single Barrel Buy The Barrel,85,Brown-forman Corporation,750,6,1,,94,5/1/2006 0:00,,,$21.28 ,31.92,127.66
26906,TENNESSEE WHISKIES,Jack Daniels Single Barrel Why.,85,Brown-forman Corporation,750,6,1,,94,9/1/1997 0:00,82184087008,82184046777,$27.09 ,40.64,162.52
2701,DECANTERS & SPECIALTY PACKAGES,Grand Marnier W/2 Glasses,420,Moet Hennessy Usa Inc.,750,6,1,,80,8/1/2009 0:00,81753815844,,$23.31 ,34.97,139.84
27014,STRAIGHT RYE WHISKIES,Cedar Ridge Malted Rye,125,Cedar Ridge Vineyardsllc,750,6,1,,86,9/1/2014 0:00,8.59824E+11,1.00598E+13,$19.67 ,29.51,118
27021,STRAIGHT RYE WHISKIES,Bulleit Rye,260,Diageo Americas,375,12,1,,90,3/1/2014 0:00,82000766087,1.0082E+13,$8.24 ,12.36,98.88
27025,STRAIGHT RYE WHISKIES,Bulleit 95 Rye,260,Diageo Americas,750,12,1,,90,5/1/2011 0:00,82000752967,82000763680,$16.50 ,24.75,197.91
27027,STRAIGHT RYE WHISKIES,Cody Road Rye,306,Mississippi River Distilling Co.,750,6,1,,80,10/1/2012 0:00,22099147794,1.00221E+13,$19.17 ,28.76,115
27028,STRAIGHT RYE WHISKIES,Prichard's Rye,969,Aveniu Brands,750,6,1,,86,11/1/2012 0:00,8.12164E+11,1.08122E+13,$24.96 ,37.43,149.73
27037,TENNESSEE WHISKIES,George Dickel Rye,260,Diageo Americas,750,12,1,,90,1/1/2013 0:00,27037,1.0082E+13,$13.01 ,19.52,156.03
27048,STRAIGHT RYE WHISKIES,Knob Creek Rye,65,Jim Beam Brands,750,6,1,,100,7/1/2012 0:00,80686016083,1.00807E+13,$20.99 ,31.49,125.94
27050,STRAIGHT RYE WHISKIES,Hudson Manhattan Rye,240,William Grant And Sons Inc.,375,12,1,,90,7/23/2012 0:00,8.50831E+11,1.08508E+13,$24.17 ,36.26,290
27056,STRAIGHT RYE WHISKIES,Jim Beam Rye,65,Jim Beam Brands,750,12,1,,80,5/1/1988 0:00,80686010401,1.00807E+13,$11.03 ,16.55,132.29
27065,STRAIGHT RYE WHISKIES,Lock Stock & Barrel,121,Cooperspiritsinternational,750,3,1,,101,2/1/2014 0:00,8.98804E+11,1.08988E+13,$61.00 ,91.5,183
27066,STRAIGHT RYE WHISKIES,Old Overholt Rye,65,Jim Beam Brands,750,12,1,,80,7/1/2014 0:00,27066,1.00807E+13,$11.54 ,17.31,138.48
2707,DECANTERS & SPECIALTY PACKAGES,Cointreau W/margarita Glass,389,Remy Cointreau Usa         .,750,6,1,,80,8/1/2006 0:00,,,$21.40 ,32.1,128.4
27078,STRAIGHT RYE WHISKIES,Breakout Rye Whiskey,305,Mhw Ltd,750,6,1,,86,6/1/2012 0:00,8.53452E+11,1.08535E+13,$20.00 ,30,120
2708,DECANTERS & SPECIALTY PACKAGES,Cointreau W/martini Glass,389,Remy Cointreau Usa         .,375,12,1,,80,8/1/2006 0:00,,,$11.75 ,17.63,141
27080,STRAIGHT RYE WHISKIES,RI(1),65,Jim Beam Brands,750,6,1,,92,11/1/2013 0:00,80686178019,1.00807E+13,$21.00 ,31.5,125.96
27081,STRAIGHT RYE WHISKIES,(ri)1 Rye,65,Jim Beam Brands,750,3,1,,92,12/1/2009 0:00,80686178019,5.00807E+13,$20.99 ,31.49,62.98
27086,STRAIGHT RYE WHISKIES,Rittenhouse Rye Whiskey,259,Heaven Hill Distilleries Inc.,750,12,1,,80,7/1/2006 0:00,,,$4.80 ,7.2,57.59
2709,DECANTERS & SPECIALTY PACKAGES,Cointreau w/2 Glasses,389,Remy Cointreau Usa         .,750,6,1,,80,5/1/2013 0:00,87236565282,1.00872E+13,$19.99 ,29.99,119.92
27100,STRAIGHT RYE WHISKIES,Sazerac Rye,421,Sazerac Co. Inc.,750,6,1,,90,11/1/2013 0:00,88004139940,2.0088E+13,$16.94 ,25.41,101.6
27101,STRAIGHT RYE WHISKIES,E.H. Taylor Jr. Straight Rye Whiskey,421,Sazerac Co. Inc.,750,6,1,,100,7/20/2012 0:00,88004005504,2.0088E+13,$38.00 ,57,228
27102,STRAIGHT RYE WHISKIES,Templeton Rye,255,Wilson Daniels Ltd.,750,6,1,,80,11/1/2006 0:00,7.20816E+11,1.07208E+13,$18.09 ,27.14,108.5
27103,STRAIGHT RYE WHISKIES,Templeton Quasquicentennial Rye,255,Wilson Daniels Ltd.,375,12,1,,88,6/1/2007 0:00,,,$18.70 ,28.05,224.4
2711,DECANTERS & SPECIALTY PACKAGES,Navan W/two Glasses,420,Moet Hennessy Usa Inc.,750,6,1,,80,7/6/2007 0:00,,,$21.70 ,32.55,130.2
27110,STRAIGHT RYE WHISKIES,Windmill Rye Whiskey,306,Mississippi River Distilling Co.,375,12,1,,80,2/1/2012 0:00,22099147763,1.00221E+13,$9.08 ,13.63,109
27116,STRAIGHT RYE WHISKIES,Wild Turkey Rye Why.,461,Campari(skyy),750,12,1,,101,9/1/1999 0:00,,,$9.59 ,14.39,115.13
27120,STRAIGHT RYE WHISKIES,Wild Turkey 81 Rye,461,Campari(skyy),750,12,1,,81,3/21/2012 0:00,,,$12.49 ,18.74,149.92
27126,STRAIGHT RYE WHISKIES,Russell's Reserve Rye 6YR,461,Campari(skyy),750,6,1,,90,3/1/2013 0:00,80432104422,1.00804E+13,$20.99 ,31.49,125.94
2713,DECANTERS & SPECIALTY PACKAGES,Grand Marnier W/snifter,420,Moet Hennessy Usa Inc.,750,6,1,,80,7/1/2007 0:00,,,$22.41 ,33.62,134.48
2714,DECANTERS & SPECIALTY PACKAGES,Drambuie With Coffee Travel Mug,35,Bacardi U.s.a. Inc.,750,6,1,,80,8/1/2007 0:00,,,$18.65 ,27.98,111.92
2715,DECANTERS & SPECIALTY PACKAGES,Navan W/2 Glasses,420,Moet Hennessy Usa Inc.,750,6,1,,80,8/1/2006 0:00,,,$21.70 ,32.55,130.2
27185,STRAIGHT BOURBON WHISKIES,Hudson New York Corn,240,William Grant And Sons Inc.,375,12,1,,92,7/23/2012 0:00,8.50831E+11,1.08508E+13,$17.08 ,25.62,205
2719,DECANTERS & SPECIALTY PACKAGES,Navan With Ice Bucket,420,Moet Hennessy Usa Inc.,750,6,1,,80,9/1/2005 0:00,,,$21.27 ,31.91,127.64
2721,DECANTERS & SPECIALTY PACKAGES,Grand Marnier W/snifter,420,Moet Hennessy Usa Inc.,750,6,1,,80,8/1/2005 0:00,,,$21.97 ,32.96,131.82
27226,,Platte Valley Moonshine Corn Jugs,300,Mccormick Distilling Company,750,12,1,,80,10/1/1996 0:00,,1.00856E+13,$8.79 ,13.19,105.5
27255,BLENDED WHISKIES,Country Gal,154,Iowa Distilling Company,750,6,1,,80,12/1/2013 0:00,8.54781E+11,1.08548E+13,$9.17 ,13.76,55
27257,BLENDED WHISKIES,Red Boot Corn Whiskey,229,Dehner Distillery,750,12,1,,80,8/1/2013 0:00,8.58506E+11,1.08585E+13,$9.99 ,14.99,119.8
27260,AMERICAN ALCOHOL,Everclear Lightnin,434,Luxco-st Louis,750,6,1,,90,5/1/2013 0:00,88352127620,1.00884E+13,$15.00 ,22.5,90
2728,DECANTERS & SPECIALTY PACKAGES,Cointreau Liqueur Cosmopolitan Glass,389,Remy Cointreau Usa         .,750,6,1,,80,8/1/2003 0:00,,,$20.13 ,30.2,120.8
27280,BLENDED WHISKIES,Ginos Oak,86,Broadbent Distillery,750,12,1,,80,11/1/2012 0:00,7.61957E+11,,$15.68 ,23.52,188.2
27282,BLENDED WHISKIES,Ginos White,86,Broadbent Distillery,750,12,1,,80,11/1/2012 0:00,7.61957E+11,,$14.58 ,21.87,175
27286,BLENDED WHISKIES,Honey Creek Wild Hog,203,Honey Creek Distillery,750,12,1,,110,12/1/2013 0:00,8.58107E+11,27286,$13.09 ,19.64,157
27287,BLENDED WHISKIES,Honey Creek Wild Hog,203,Honey Creek Distillery,750,12,1,,110,12/17/2013 0:00,8.58107E+11,1.08581E+13,$13.09 ,19.64,157
27290,BLENDED WHISKIES,Iowa Shine,154,Iowa Distilling Company,375,12,1,,100,11/1/2012 0:00,8.54781E+11,8.54781E+11,$10.09 ,15.14,121
27292,BLENDED WHISKIES,Iowa Shine,154,Iowa Distilling Company,750,12,1,,80,4/1/2013 0:00,8.54781E+11,1.08548E+13,$9.09 ,13.64,109
27293,DISTILLED SPIRITS SPECIALTY,Lead Mine Moonshine,107,Blaum Bros. Distilling Co.,750,12,1,,100,10/1/2014 0:00,8.53865E+11,27293,$11.84 ,17.76,142
2731,DECANTERS & SPECIALTY PACKAGES,Drambuie With Thermos,35,Bacardi U.s.a. Inc.,750,6,1,,80,9/1/2005 0:00,,,$18.65 ,27.98,111.92
27310,AMERICAN ALCOHOL,Prichard's Lincoln County Lightning,969,Aveniu Brands,750,6,1,,90,3/1/2013 0:00,8.12164E+11,1.08122E+13,$10.40 ,15.6,62.37
27318,BLENDED WHISKIES,Two Jay's Iowa Corn Whiskey,86,Broadbent Distillery,750,12,1,,80,3/1/2011 0:00,7.36212E+11,1.07362E+13,$13.87 ,20.81,166.36
2732,DECANTERS & SPECIALTY PACKAGES,Drambuie Liqueur W/coffee Cups,35,Bacardi U.s.a. Inc.,750,6,1,,80,9/1/2000 0:00,,,$18.65 ,27.98,111.92
27323,BLENDED WHISKIES,Two Jay's Country Style Blended Why.,86,Broadbent Distillery,750,12,1,,80,8/1/2011 0:00,7.36212E+11,1.07362E+13,$15.59 ,23.39,187
27324,DISTILLED SPIRITS SPECIALTY,Ole Smoky Original Corn Moonshine,346,Ole Smoky Distillery Llc,750,12,1,,100,6/1/2014 0:00,7.93574E+11,1.07936E+13,$8.33 ,15,99.88
2734,DECANTERS & SPECIALTY PACKAGES,Grand Marnier W/2 Glasses,420,Moet Hennessy Usa Inc.,750,6,1,,80,8/1/2008 0:00,,,$30.63 ,45.95,183.79
27369,SINGLE BARREL BOURBON WHISKIES,Cedar Ridge Cask Finished Bourbon,125,Cedar Ridge Vineyardsllc,750,6,1,,80,10/1/2014 0:00,8.59824E+11,1.00598E+13,$20.67 ,31.01,124
27372,DISTILLED SPIRITS SPECIALTY,American Born Moonshine Original,381,Windy Hill Spirits,750,6,1,,103,11/1/2014 0:00,8.50192E+11,1.08502E+13,$13.17 ,19.76,79
27370,DISTILLED SPIRITS SPECIALTY,American Born Moonshine Apple Pie,381,Windy Hill Spirits,750,6,1,,83,11/1/2014 0:00,8.50192E+11,1.08502E+13,$13.17 ,19.76,79
27371,DISTILLED SPIRITS SPECIALTY,American Born Moonshine Dixie,381,Windy Hill Spirits,750,6,1,,83,11/1/2014 0:00,8.50192E+11,1.08502E+13,$13.17 ,19.76,79
27386,STRAIGHT BOURBON WHISKIES,Cedar Ridge Reserve Bourbon,125,Cedar Ridge Vineyardsllc,375,6,1,,86,1/1/2014 0:00,8.59824E+11,1.00598E+13,$15.00 ,22.5,90
27390,STRAIGHT BOURBON WHISKIES,Jim Beam Maple Mini,65,Jim Beam Brands,500,12,10,,70,10/1/2013 0:00,80686006169,1.00807E+13,$4.70 ,7.05,56.4
27392,STRAIGHT BOURBON WHISKIES,Jim Beam Maple,65,Jim Beam Brands,750,12,1,,70,10/1/2013 0:00,80686006183,1.00807E+13,$11.03 ,16.55,132.29
27394,BLENDED WHISKIES,Mono Loco,306,Mississippi River Distilling Co.,375,12,1,,80,9/1/2013 0:00,92145546000,1.00921E+13,$9.09 ,13.64,109
2740,DECANTERS & SPECIALTY PACKAGES,Grand Marnier 150th W/snifters,420,Moet Hennessy Usa Inc.,750,3,1,,80,8/1/2005 0:00,,,$114.38 ,171.57,343.15
27403,STRAIGHT BOURBON WHISKIES,Jim Beam Honey,65,Jim Beam Brands,1750,6,1,,70,3/1/2014 0:00,80686006282,1.00807E+13,$22.58 ,33.87,135.44
27404,STRAIGHT BOURBON WHISKIES,Red Stag Hardcore Cider Mini,65,Jim Beam Brands,500,12,10,,80,10/1/2013 0:00,80686006145,1.00807E+13,$4.70 ,7.05,56.4
27406,STRAIGHT BOURBON WHISKIES,Red Stag Hardcore Cider,65,Jim Beam Brands,750,12,1,,80,10/1/2013 0:00,80686006121,1.00807E+13,$11.03 ,16.55,132.29
27408,STRAIGHT BOURBON WHISKIES,Jim Beam Honey Mini,65,Jim Beam Brands,500,12,10,,70,3/1/2014 0:00,80686006091,1.00807E+13,$4.70 ,7.05,56.4
27410,STRAIGHT BOURBON WHISKIES,Jim Beam Honey,65,Jim Beam Brands,750,12,1,,70,5/1/2013 0:00,80686006060,1.00807E+13,$11.03 ,16.55,132.29
27412,BLENDED WHISKIES,Bird Dog Maple Mini,492,Western Spirits Beverage Co. Llc,600,5,12,,80,11/1/2013 0:00,8.12459E+11,1.08125E+13,$5.80 ,8.7,29
27417,BLENDED WHISKIES,Bird Dog Maple,492,Western Spirits Beverage Co. Llc,750,6,1,,80,11/1/2013 0:00,8.12459E+11,2.08125E+13,$10.00 ,15,60
27428,BLENDED WHISKIES,Bird Dog Maple Mini,492,Western Spirits Beverage Co. Llc,600,5,12,,80,11/1/2013 0:00,8.12459E+11,1.08125E+13,$5.80 ,8.7,29
2743,DECANTERS & SPECIALTY PACKAGES,Drambuie Liqueur W/empty Decanter,35,Bacardi U.s.a. Inc.,750,6,1,,80,9/1/1997 0:00,,,$18.24 ,27.36,109.42
27433,BLENDED WHISKIES,Bird Dog Peach Flavored Whiskey,492,Western Spirits Beverage Co. Llc,750,6,1,,80,4/1/2013 0:00,8.12459E+11,2.08125E+13,$10.00 ,15,60
27439,DISTILLED SPIRITS SPECIALTY,Tim Smith's Climax Moonshine,208,Prost Beverage Company,750,6,1,,90,9/1/2014 0:00,6.09788E+11,1.06098E+13,$17.50 ,26.25,105
27442,BLENDED WHISKIES,Kessler Spiced,65,Jim Beam Brands,1000,12,1,,70,6/1/2013 0:00,80686173021,1.00807E+13,$7.88 ,11.82,94.48
27453,WHISKEY LIQUEUR,Cinerator Mini,259,Heaven Hill Distilleries Inc.,500,12,10,,91,2/1/2014 0:00,96749000227,1.00967E+13,$4.25 ,6.38,51
27454,WHISKEY LIQUEUR,Cinerator,259,Heaven Hill Distilleries Inc.,750,12,1,,91,6/1/2013 0:00,96749000210,96749000210,$7.95 ,11.93,95.35
27455,BLENDED WHISKIES,Death's Door White Whiskey,451,Serralles Usa,750,6,1,,80,7/1/2014 0:00,8.59266E+11,1.08593E+13,$17.50 ,26.25,104.97
27461,STRAIGHT BOURBON WHISKIES,Breckenridge Bourbon,79,Breckenridge Distillery,750,6,1,,86,10/24/2012 0:00,8.04879E+11,1.08049E+13,$26.50 ,39.75,159
27464,BLENDED WHISKIES,Cedar Ridge Wheat Whiskey,125,Cedar Ridge Vineyardsllc,750,6,1,,80,3/1/2014 0:00,8.59824E+11,1.00598E+13,$17.77 ,26.66,106.6
27474,BLENDED WHISKIES,Bird Dog Blackberry Whiskey,492,Western Spirits Beverage Co. Llc,750,6,1,,80,12/1/2010 0:00,8.12459E+11,2.08125E+13,$10.00 ,15,60
27476,SINGLE MALT SCOTCH,Cedar Ridge Single Malt Whiskey,125,Cedar Ridge Vineyardsllc,750,6,1,,80,2/1/2013 0:00,8.59824E+11,1.00598E+13,$25.00 ,37.5,150
27478,BLENDED WHISKIES,Cedar Ridge Unaged Whiskey,125,Cedar Ridge Vineyardsllc,750,6,1,,100,8/1/2011 0:00,8.59824E+11,1.00598E+13,$13.17 ,19.76,79
27479,STRAIGHT BOURBON WHISKIES,Cody Road Bourbon,306,Mississippi River Distilling Co.,750,6,1,,90,12/1/2011 0:00,22099147749,1.00221E+13,$19.17 ,28.76,115
27486,STRAIGHT BOURBON WHISKIES,Cabin Fever Maple Flavored Whisky,260,Diageo Americas,750,6,1,,80,9/1/2010 0:00,,,$10.68 ,16.02,64.06
27490,DISTILLED SPIRITS SPECIALTY,Dry Fly Wheat Whiskey,158,Dry Fly Distilling,750,12,1,,80,3/12/2012 0:00,,1.06891E+13,$25.73 ,38.6,308.71
27493,STRAIGHT BOURBON WHISKIES,Firefly Sweet Tea Bourbon,421,Sazerac Co. Inc.,750,12,1,,60,5/1/2010 0:00,8.97291E+11,1.08973E+13,$10.00 ,15,119.96
27505,BLENDED WHISKIES,Son of Bourye,263,High West Distillery Llc,750,6,1,,92,3/19/2012 0:00,,1.00949E+13,$26.17 ,39.26,157
27508,STRAIGHT BOURBON WHISKIES,Jeremiah Weed Cherry Mash,260,Diageo Americas,750,12,1,,90,11/1/2013 0:00,82000747727,1.0082E+13,$8.92 ,13.38,107.03
2751,DECANTERS & SPECIALTY PACKAGES,Drambuie Liqueur Glass Set,490,Allied Domecq Spirits And Wine Usa,750,12,1,,80,9/1/1997 0:00,,,$17.43 ,26.15,209.14
27510,STRAIGHT BOURBON WHISKIES,Hudson Single Malt,240,William Grant And Sons Inc.,375,12,1,,92,7/23/2012 0:00,8.50831E+11,1.08508E+13,$24.17 ,36.26,290
27512,BLENDED WHISKIES,Griff's Cowboy Whiskey,125,Cedar Ridge Vineyardsllc,750,6,1,,80,7/1/2011 0:00,8.59824E+11,1.00598E+13,$12.59 ,18.89,75.5
27531,STRAIGHT BOURBON WHISKIES,Phillips Union Whiskey,380,Phillips Beverage Company,750,6,1,,80,3/1/2005 0:00,,,$14.30 ,21.45,85.8
27533,STRAIGHT BOURBON WHISKIES,Phillips Union Cherry Flavored Whiskey,380,Phillips Beverage Company,750,6,1,,80,3/1/2005 0:00,,,$14.25 ,21.38,85.5
27535,BLENDED WHISKIES,Queen Bee Honey Whiskey,306,Mississippi River Distilling Co.,375,12,1,,70,5/1/2012 0:00,22099147770,1.00221E+13,$9.09 ,13.64,109
27536,STRAIGHT BOURBON WHISKIES,Homestead American Whiskey,250,Homestead American Whiskey,750,6,1,,113,11/1/2012 0:00,8.51675E+11,1.08517E+13,$21.50 ,32.25,129
27538,STRAIGHT BOURBON WHISKIES,Phillips Union Vanilla Flavored Whiskey,380,Phillips Beverage Company,750,6,1,,70,3/1/2005 0:00,,,$14.25 ,21.38,85.5
2754,DECANTERS & SPECIALTY PACKAGES,Grand Marnier Snifter Pack,420,Moet Hennessy Usa Inc.,750,6,1,,80,8/1/2004 0:00,,,$21.97 ,32.96,131.83
34053,IMPORTED VODKA,Absolut Raspberri,370,Pernod Ricard Usa/austin Nichols,603,10,1,,80,8/1/2004 0:00,,,$13.44 ,20.16,134.4
27542,BLENDED WHISKIES,Rogue Dead Guy Whiskey,399,Rogue Ales And Spirits,750,12,1,,80,1/1/2014 0:00,95301144102,2.00953E+13,$22.13 ,33.2,265.55
27544,STRAIGHT BOURBON WHISKIES,Red Stag By Jim Beam,65,Jim Beam Brands,750,12,1,,80,5/1/2009 0:00,80686001027,80686001027,$11.03 ,16.55,132.29
27551,STRAIGHT BOURBON WHISKIES,Red Stag By Jim Beam,65,Jim Beam Brands,1750,6,1,,80,4/1/2010 0:00,80686001072,1.00807E+13,$22.58 ,33.87,135.44
27554,BLENDED WHISKIES,Seagrams Seven Crown Dark Honey,260,Diageo Americas,750,12,1,,80,10/1/2009 0:00,82000002543,1.0082E+13,$8.18 ,12.27,98.05
27562,BLENDED WHISKIES,Seagrams Seven Crown Stone Cherry,260,Diageo Americas,750,12,1,,71,4/1/2011 0:00,82000002918,1.0082E+13,$8.18 ,12.27,98.05
27577,STRAIGHT BOURBON WHISKIES,Red Stag Honey Tea,65,Jim Beam Brands,750,12,1,,80,2/1/2012 0:00,80686001713,1.00807E+13,$11.03 ,16.55,132.29
2758,DECANTERS & SPECIALTY PACKAGES,Coquila Gift,298,White Rock Distilleries Inc.,750,6,1,,34,8/1/2000 0:00,,,$10.40 ,15.6,62.37
